x,uShooting,uFiniteDifference,uExact,shootingMinusExact,finiteDifferenceMinusExact,shootingMinusFiniteDifference
-0.53515625,-0.294030452094642,-0.294030939218654,-0.294030452094975,3.33788552353553e-13,-4.87123678505341e-07,4.87124012293894e-07
-0.53125,-0.295931644549929,-0.295932135660057,-0.295931644550267,3.37563310637279e-13,-4.91109790445865e-07,4.91110128009176e-07
-0.52734375,-0.297821330322196,-0.297821825405694,-0.297821330322537,3.41171535467311e-13,-4.95083157137088e-07,4.95083498308624e-07
-0.5234375,-0.299699461731519,-0.299699960775347,-0.299699461731864,3.45001804902267e-13,-4.99043482371508e-07,4.99043827373313e-07
-0.51953125,-0.301565991254472,-0.301566494245291,-0.301565991254821,3.48554518581068e-13,-5.02990470718778e-07,5.02990819273297e-07
-0.515625,-0.303420871527672,-0.303421378451851,-0.303420871528025,3.52329276864793e-13,-5.06923825915884e-07,5.06924178245161e-07
-0.51171875,-0.305264055351334,-0.305264566194943,-0.30526405535169,3.56104035148519e-13,-5.10843252421456e-07,5.10843608525491e-07
-0.5078125,-0.307095495692815,-0.307096010441629,-0.307095495693175,3.59712259978551e-13,-5.14748454583103e-07,5.14748814295363e-07
-0.50390625,-0.308915145690167,-0.308915664329667,-0.308915145690531,3.63431507111045e-13,-5.18639136470878e-07,5.18639499902385e-07
-0.5,-0.310722958655682,-0.310723481171053,-0.310722958656049,3.67039731941077e-13,-5.22515003098523e-07,5.22515370138255e-07
-0.49609375,-0.312518888079438,-0.312519414455567,-0.312518888079808,3.70814490224802e-13,-5.26375758869158e-07,5.26376129683648e-07
-0.4921875,-0.314302887632838,-0.314303417854322,-0.314302887633213,3.74478226206065e-13,-5.30221108963058e-07,5.30221483441284e-07
-0.48828125,-0.316074911172159,-0.316075445223295,-0.316074911172537,3.78030939884866e-13,-5.34050758671523e-07,5.34051136702463e-07
-0.484375,-0.317834912742077,-0.317835450606872,-0.317834912742459,3.81861209319823e-13,-5.3786441334136e-07,5.37864795202569e-07
-0.48046875,-0.31958284657921,-0.319583388241375,-0.319582846579596,3.85469434149854e-13,-5.41661779152047e-07,5.41662164621481e-07
-0.4765625,-0.321318667115644,-0.321319212558595,-0.321318667116033,3.89133170131117e-13,-5.45442562227549e-07,5.4544295136072e-07
-0.47265625,-0.323042328982453,-0.323042878189315,-0.323042328982846,3.9279690611238e-13,-5.49206469191432e-07,5.49206861988338e-07
-0.46875,-0.324753787013227,-0.324754339966831,-0.324753787013623,3.96460642093643e-13,-5.52953207277884e-07,5.52953603738526e-07
-0.46484375,-0.326452996247578,-0.326453552930462,-0.326452996247978,4.00124378074906e-13,-5.56682484220694e-07,5.56682884345072e-07
-0.4609375,-0.328139911934653,-0.328140472329064,-0.328139911935056,4.03732602904938e-13,-5.60394008031206e-07,5.60394411763809e-07
-0.45703125,-0.329814489536634,-0.329815053624529,-0.329814489537042,4.07396338886201e-13,-5.64087487553433e-07,5.64087894949772e-07
-0.453125,-0.331476684732236,-0.331477252495279,-0.331476684732647,4.11060074867464e-13,-5.67762632075475e-07,5.6776304313555e-07
-0.44921875,-0.333126453420188,-0.333127024839755,-0.333126453420603,4.14612788546265e-13,-5.71419151773611e-07,5.714195663864e-07
-0.4453125,-0.334763751722722,-0.334764326779897,-0.33476375172314,4.18109991073834e-13,-5.75056757157189e-07,5.7505717526718e-07
-0.44140625,-0.336388535989036,-0.336389114664618,-0.336388535989458,4.21718215903866e-13,-5.7867515956822e-07,5.78675581286436e-07
-0.4375,-0.338000762798766,-0.338001345073262,-0.338000762799191,4.25270929582666e-13,-5.82274071125877e-07,5.82274496396806e-07
-0.43359375,-0.339600388965432,-0.339600974819066,-0.339600388965861,4.28879154412698e-13,-5.85853204893017e-07,5.85853633772171e-07
-0.4296875,-0.34118737153989,-0.341187960952597,-0.341187371540323,4.32542890393961e-13,-5.89412274543122e-07,5.89412707086012e-07
-0.42578125,-0.342761667813761,-0.342762260765192,-0.342761667814197,4.35984581770299e-13,-5.92950994915409e-07,5.92951430899991e-07
-0.421875,-0.344323235322859,-0.34432383179238,-0.344323235323298,4.39592806600331e-13,-5.96469081237672e-07,5.96469520830478e-07
-0.41796875,-0.345872031850603,-0.345872631817296,-0.345872031851046,4.43145520279131e-13,-5.99966250125483e-07,5.99966693271003e-07
-0.4140625,-0.347408015431419,-0.347408618874084,-0.347408015431865,4.466427228067e-13,-6.03442219027084e-07,6.03442665669807e-07
-0.41015625,-0.348931144354131,-0.348931751251288,-0.348931144354581,4.50195436485501e-13,-6.06896706556448e-07,6.06897156751884e-07
-0.40625,-0.350441377165339,-0.350441987495225,-0.350441377165793,4.53637127861839e-13,-6.10329432215728e-07,6.10329885852856e-07
-0.40234375,-0.351938672672785,-0.351939286413359,-0.351938672673242,4.57134330389408e-13,-6.13740116506278e-07,6.13740573640609e-07
-0.3984375,-0.353422989948703,-0.353423607077645,-0.353422989949164,4.60520510614515e-13,-6.17128481372742e-07,6.17128941893252e-07
-0.39453125,-0.35489428833316,-0.354894908827873,-0.354894288333624,4.63962201990853e-13,-6.20494249592429e-07,6.20494713554631e-07
