x,uCoarse,uFineAtCoarse,uRichardson,uExact,coarseAbsError,richardsonAbsError
0.28125,-0.391729187969115,-0.391727066709887,-0.391726359623478,-0.391726359632345,2.82833677006655e-06,8.86646311926143e-12
0.2890625,-0.389560332772569,-0.389558227182723,-0.389557525319442,-0.389557525328218,2.80744435088298e-06,8.77592443160324e-12
0.296875,-0.387335335087265,-0.387333245523552,-0.387332549002315,-0.387332549010999,2.78607626624794e-06,8.68388694286182e-12
0.3046875,-0.385054451325792,-0.38505237813943,-0.385051687077309,-0.385051687085899,2.76423989337138e-06,8.58996207497853e-12
0.3125,-0.382717943520117,-0.382715887056687,-0.382715201568877,-0.382715201577371,2.74194274596518e-06,8.4943718725583e-12
0.3203125,-0.380326079231416,-0.380324039830765,-0.380323360030548,-0.380323360038945,2.71919247119001e-06,8.39744940250853e-12
0.328125,-0.377879131458321,-0.377877109454464,-0.377876435453178,-0.377876435461477,2.69599684393773e-06,8.29886159792181e-12
0.3359375,-0.375377378543619,-0.375375374264647,-0.375374706171657,-0.375374706179856,2.67236376283453e-06,8.19899703685678e-12
0.34375,-0.372821104079469,-0.372819117847461,-0.372818455770125,-0.372818455778223,2.64830124635518e-06,8.09757816355727e-12
0.3515625,-0.370210596811189,-0.370208628942123,-0.370207972985767,-0.370207972993762,2.62381742749396e-06,7.99477151147698e-12
0.359375,-0.367546150539657,-0.367544201343327,-0.367543551611216,-0.367543551619107,2.59892054982336e-06,7.89041054716222e-12
0.3671875,-0.364828064022394,-0.364826133802334,-0.364825490395647,-0.364825490403432,2.57361896216501e-06,7.78493935982283e-12
0.375,-0.362056640873382,-0.362054729926787,-0.362054092944588,-0.362054092952267,2.54792111487046e-06,7.67824692715635e-12
0.3828125,-0.359232189461657,-0.359230298079314,-0.359229667618533,-0.359229667626103,2.52183555426999e-06,7.57049978261648e-12
0.390625,-0.356355022808765,-0.35635315127498,-0.356352527430384,-0.356352527437846,2.49537091867591e-06,7.46180894850568e-12
0.3984375,-0.353425458485096,-0.353423607077633,-0.353422989941811,-0.353422989949164,2.46853593283136e-06,7.35222993597517e-12
0.40625,-0.350443818505197,-0.350441987495213,-0.350441377158551,-0.350441377165793,2.44133940385804e-06,7.24165172272251e-12
0.4140625,-0.347410429222081,-0.347408618874072,-0.347408015424735,-0.347408015431865,2.4137902162602e-06,7.13012981989891e-12
0.421875,-0.344325621220625,-0.344323831792367,-0.344323235316281,-0.344323235323298,2.38589732703964e-06,7.01777524980685e-12
0.4296875,-0.341189729210083,-0.341187960952584,-0.341187371533418,-0.341187371540323,2.35766976069973e-06,6.90464352359754e-12
0.4375,-0.338003091915796,-0.33800134507325,-0.338000762792401,-0.338000762799191,2.32911660497104e-06,6.79056810781731e-12
0.4453125,-0.334766051970145,-0.334764326779884,-0.334763751716464,-0.33476375172314,2.30024700514919e-06,6.67571553591984e-12
0.453125,-0.331478955802807,-0.331477252495266,-0.331476684726086,-0.331476684732647,2.27107015998707e-06,6.56047438596374e-12
0.4609375,-0.328142153530373,-0.328140472329052,-0.328139911928612,-0.328139911935056,2.24159531669876e-06,6.44462261334411e-12
0.46875,-0.324755998845389,-0.324754339966819,-0.324753787007295,-0.324753787013623,2.21183176551953e-06,6.32832675151462e-12
0.4765625,-0.321320848904869,-0.321319212558583,-0.321318667109821,-0.321318667116033,2.18178883604203e-06,6.21164231162652e-12
0.484375,-0.31783706421835,-0.31783545060686,-0.317834912736364,-0.317834912742459,2.15147589094355e-06,6.09468031598226e-12
0.4921875,-0.314305008535535,-0.314303417854311,-0.314302887627236,-0.314302887633213,2.12090232254436e-06,5.97732974227938e-12
0.5,-0.310725048733597,-0.310723481171042,-0.31072295865019,-0.310722958656049,2.09007754725654e-06,5.85970161282034e-12
0.5078125,-0.307097554704176,-0.307096010441619,-0.307095495687433,-0.307095495693175,2.05901100075456e-06,5.74190694990762e-12
0.515625,-0.303422899240158,-0.30342137845184,-0.3034208715224,-0.303420871528025,2.0277121337009e-06,5.62427882044858e-12
0.5234375,-0.299701457922271,-0.299699960775336,-0.299699461726358,-0.299699461731864,1.99619040691656e-06,5.50653966868708e-12
0.53125,-0.295933609005553,-0.295932135660047,-0.295931644544878,-0.295931644550267,1.96445528649614e-06,5.38868949462312e-12
0.5390625,-0.292119733305769,-0.292118283914637,-0.29211780078426,-0.29211780078953,1.93251623903379e-06,5.27083932055916e-12
0.546875,-0.288260214085809,-0.288258788794898,-0.288258313697928,-0.288258313703081,1.90038272762649e-06,5.15293363534397e-12
0.5546875,-0.284355436942135,-0.284354035890204,-0.284353568872893,-0.284353568877929,1.86806420632291e-06,5.0354165281874e-12
0.5625,-0.280405789691335,-0.280404413010058,-0.2804039541163,-0.280403954121218,1.83557011701474e-06,4.91812146563575e-12
0.5703125,-0.276411662256824,-0.27641031007081,-0.276409859342139,-0.27640985934694,1.80290988355258e-06,4.80104844768903e-12
0.578125,-0.27237344655576,-0.272372118982566,-0.272371676458168,-0.272371676462853,1.77009290786012e-06,4.68425298549846e-12
0.5859375,-0.268291536386225,-0.268290233536375,-0.268289799253092,-0.268289799257659,1.73712856604835e-06,4.56784610136651e-12
0.59375,-0.264166327314712,-0.264165049291721,-0.264164623284057,-0.264164623288509,1.70402620303101e-06,4.45193881759565e-12
0.6015625,-0.259998216563987,-0.259996963464388,-0.259996545764521,-0.259996545768858,1.67079512958246e-06,4.33636460073217e-12
0.609375,-0.255787602901369,-0.255786374814741,-0.255785965452531,-0.255785965456753,1.63744461667559e-06,4.22145651768346e-12
0.6171875,-0.251534886527474,-0.251533683536474,-0.251533282539474,-0.251533282543582,1.60398389242866e-06,4.1071590572983e-12
0.625,-0.24724046896548,-0.247239291145882,-0.247238898539349,-0.247238898543342,1.57042213810854e-06,3.99322241939615e-12
0.6328125,-0.242904752950962,-0.24290360037169,-0.242903216178599,-0.242903216182479,1.53676848274609e-06,3.88009069318684e-12
0.640625,-0.238528142322336,-0.23852701504551,-0.238526639286568,-0.238526639290335,1.50303200105451e-06,3.76754183406547e-12
0.6484375,-0.234111041911973,-0.23410993999295,-0.234109572686609,-0.234109572690265,1.46922170798924e-06,3.65577013106133e-12
0.65625,-0.229653857438015,-0.22965278092544,-0.229652422087914,-0.229652422091459,1.43534655594468e-06,3.54485885090128e-12
0.6640625,-0.225156995396954,-0.225155944332805,-0.225155593978088,-0.225155593981523,1.40141543064631e-06,3.43478023800969e-12
0.671875,-0.220620862957,-0.220619837376645,-0.220619495516527,-0.220619495519853,1.36743714768128e-06,3.32567307026466e-12
0.6796875,-0.216045867852304,-0.216044867784554,-0.216044534428638,-0.216044534431856,1.33342044844609e-06,3.21764836996863e-12
0.6875,-0.211432418278054,-0.211431443745223,-0.211431118900946,-0.211431118904056,1.29937399748203e-06,3.1105118480923e-12
