x,uCoarse,uFineAtCoarse,uRichardson,uExact,coarseAbsError,richardsonAbsError
-0.234375,-0.403558528140562,-0.403549697767154,-0.403546754309351,-0.403546754459662,1.17736809003843e-05,1.50310597302195e-10
-0.21875,-0.407038986340141,-0.407030053335786,-0.407027075667668,-0.407027075820398,1.19105197438074e-05,1.52729884295155e-10
-0.203125,-0.410286711317461,-0.41027768210471,-0.410274672367126,-0.410274672522134,1.20387953263523e-05,1.55008617053198e-10
-0.1875,-0.413300163874928,-0.413291045013058,-0.413288005392434,-0.413288005549575,1.21583253525626e-05,1.57141299972352e-10
-0.171875,-0.416077909754613,-0.416068707930859,-0.416065640656275,-0.416065640815398,1.226893921491e-05,1.59122770515552e-10
-0.15625,-0.418618621685293,-0.418609343705782,-0.418606251045945,-0.418606251206894,1.23704783993039e-05,1.60948310234943e-10
-0.140625,-0.420921081284397,-0.420911734064789,-0.42090861832492,-0.420908618487533,1.24627968638436e-05,1.62613422727276e-10
-0.125,-0.422984180810297,-0.42297477136617,-0.422971634884794,-0.422971635048908,1.25457613884827e-05,1.64114333234266e-10
-0.109375,-0.424806924760756,-0.424797460197749,-0.424794305343413,-0.42479430550886,1.2619251895496e-05,1.65447155975329e-10
-0.09375,-0.426388431313689,-0.426378918817428,-0.426375747985341,-0.42637574815195,1.26831617389134e-05,1.66608726814843e-10
-0.078125,-0.427727933606758,-0.427718380432589,-0.427715196041199,-0.427715196208795,1.27373979627032e-05,1.67596103661793e-10
-0.0625,-0.428824780852711,-0.428815194315261,-0.428811998802778,-0.428811998971185,1.27818815256475e-05,1.68407288114736e-10
-0.046875,-0.429678439287758,-0.429668826750358,-0.429665622571224,-0.429665622740264,1.28165474938546e-05,1.69039948705318e-10
-0.03125,-0.430288492950687,-0.430278861814668,-0.430275651435996,-0.430275651605489,1.28413451981335e-05,1.69492808677063e-10
-0.015625,-0.430654644290817,-0.430645001984725,-0.430641787882695,-0.430641788052459,1.28562383577835e-05,1.69764813318096e-10
0,-0.430776714603317,-0.430767068572049,-0.430763853228293,-0.430763853398148,1.2861205168857e-05,1.69855074449998e-10
0.015625,-0.430654644290817,-0.430645001984726,-0.430641787882696,-0.430641788052459,1.28562383575614e-05,1.69763481050467e-10
0.03125,-0.430288492950686,-0.43027886181467,-0.430275651435998,-0.430275651605489,1.28413451977449e-05,1.69490255164106e-10
0.046875,-0.429678439287757,-0.42966882675036,-0.429665622571228,-0.429665622740264,1.2816547493355e-05,1.69036062924732e-10
0.0625,-0.42882478085271,-0.428815194315265,-0.428811998802783,-0.428811998971185,1.27818815249814e-05,1.68402014555369e-10
0.078125,-0.427727933606757,-0.427718380432593,-0.427715196041206,-0.427715196208795,1.27373979619261e-05,1.67589775390553e-10
0.09375,-0.426388431313688,-0.426378918817433,-0.426375747985348,-0.42637574815195,1.26831617380807e-05,1.66601399342881e-10
0.109375,-0.424806924760755,-0.424797460197755,-0.424794305343421,-0.42479430550886,1.26192518946078e-05,1.65438884813796e-10
0.125,-0.422984180810296,-0.422974771366176,-0.422971634884803,-0.422971635048908,1.2545761387539e-05,1.64105451450069e-10
0.140625,-0.420921081284396,-0.420911734064796,-0.420908618324929,-0.420908618487533,1.24627968628443e-05,1.62604096853869e-10
0.15625,-0.418618621685292,-0.418609343705789,-0.418606251045955,-0.418606251206894,1.23704783983047e-05,1.60938429250024e-10
0.171875,-0.416077909754612,-0.416068707930867,-0.416065640656285,-0.416065640815398,1.22689392139663e-05,1.59112556463725e-10
0.1875,-0.413300163874927,-0.413291045013065,-0.413288005392445,-0.413288005549575,1.21583253517299e-05,1.57130641831316e-10
0.203125,-0.41028671131746,-0.410277682104718,-0.410274672367137,-0.410274672522134,1.20387953255752e-05,1.54997625845255e-10
0.21875,-0.407038986340141,-0.407030053335794,-0.407027075667679,-0.407027075820398,1.19105197430858e-05,1.52718726553758e-10
0.234375,-0.403558528140562,-0.403549697767163,-0.403546754309363,-0.403546754459662,1.17736808996072e-05,1.50298939960436e-10
0.25,-0.399846978668693,-0.399838257203625,-0.399835350048602,-0.399835350196346,1.16284723468141e-05,1.47744261269622e-10
0.265625,-0.395906080304536,-0.395897473871913,-0.395894605061039,-0.3958946052061,1.14750984366863e-05,1.45060463641045e-10
0.28125,-0.391737673406187,-0.391729187969115,-0.391726359490091,-0.391726359632345,1.13137738423363e-05,1.42253986368246e-10
0.296875,-0.387343693734057,-0.387335335087265,-0.387332548871668,-0.387332549010999,1.11447230585204e-05,1.39331157722467e-10
0.3125,-0.382726169757252,-0.382717943520117,-0.382715201441072,-0.382715201577371,1.09681798807215e-05,1.3629891659761e-10
0.328125,-0.377887219848345,-0.377879131458321,-0.377876435328313,-0.377876435461477,1.07843868676349e-05,1.33163979842976e-10
0.34375,-0.372829049373009,-0.372821104079469,-0.372818455648289,-0.372818455778223,1.059359478639e-05,1.29933619419376e-10
0.359375,-0.367553947681151,-0.367546150539657,-0.367543551492492,-0.367543551619107,1.03960620441157e-05,1.26614996265317e-10
0.375,-0.362064285006372,-0.362056640873382,-0.362054092829051,-0.362054092952267,1.01920541057399e-05,1.23215437852764e-10
0.390625,-0.356362509280748,-0.356355022808765,-0.356352527318104,-0.356352527437846,9.98184290207371e-06,1.19742438187131e-10
0.40625,-0.35045114287202,-0.350443818505197,-0.350441377049589,-0.350441377165793,9.76570622729378e-06,1.16203990874197e-10
0.421875,-0.344332779250429,-0.344325621220625,-0.344323235210691,-0.344323235323298,9.54392713081731e-06,1.12607534408227e-10
0.4375,-0.338010079592494,-0.338003091915796,-0.33800076269023,-0.338000762799191,9.3167933024052e-06,1.08960840350392e-10
0.453125,-0.331485769329101,-0.331478955802807,-0.331476684627375,-0.331476684732647,9.08459645465598e-06,1.05271569239562e-10
0.46875,-0.324762634645328,-0.324755998845389,-0.324753786912076,-0.324753787013623,8.84763170427849e-06,1.01547381614608e-10
0.484375,-0.31784351893941,-0.31783706421835,-0.317834912644663,-0.317834912742459,8.60619695169929e-06,9.77959935255512e-11
0.5,-0.310731319248314,-0.310725048733597,-0.310722958562024,-0.310722958656049,8.36059226450026e-06,9.40251765335631e-11
0.515625,-0.303428982647288,-0.303422899240158,-0.303420871437782,-0.303420871528025,8.11111926329877e-06,9.02428132221189e-11
0.53125,-0.295939502630782,-0.295933609005553,-0.295931644463811,-0.295931644550267,7.8580805145112e-06,8.64561755520299e-11
0.546875,-0.28826591548201,-0.288260214085809,-0.288258313620409,-0.288258313703081,7.60177892844549e-06,8.26726465064098e-11
0.5625,-0.280411296638385,-0.280405789691335,-0.280403954042318,-0.280403954121218,7.34251716727474e-06,7.88997200906749e-11
0.578125,-0.272378757059917,-0.27237344655576,-0.272371676387708,-0.272371676462853,7.08059706400199e-06,7.51441686652754e-11
0.59375,-0.26417143960756,-0.264166327314712,-0.264164623217096,-0.264164623288509,6.81631905136149e-06,7.14130976575689e-11
0.609375,-0.255792515438359,-0.255787602901369,-0.25578596538904,-0.255785965456753,6.54998160604103e-06,6.77131128945518e-11
0.625,-0.247245180424048,-0.24724046896548,-0.247238898479291,-0.247238898543342,6.28188070569968e-06,6.4051097758977e-11
0.640625,-0.238532651599639,-0.238528142322336,-0.238526639229902,-0.238526639290335,6.01230930394325e-06,6.04332417442066e-11
0.65625,-0.22965816364828,-0.229653857438015,-0.229652422034593,-0.229652422091459,5.7415568211483e-06,5.68658176103298e-11
0.671875,-0.220624965428507,-0.220620862957,-0.220619495466498,-0.220619495519853,5.46990865424313e-06,5.33545152503478e-11
0.6875,-0.211436316549762,-0.211432418278054,-0.211431118854151,-0.211431118904056,5.1976457054459e-06,4.99051910907156e-11
0.703125,-0.202095484001837,-0.202091790183995,-0.202090558911382,-0.202090558957905,4.92504393245774e-06,4.65228688906194e-11
0.71875,-0.192605738843643,-0.192602249530795,-0.192601086426512,-0.192601086469725,4.65237391794604e-06,4.32131830319094e-11
0.734375,-0.182970352956456,-0.182967068001122,-0.182965973016011,-0.182965973055991,4.37990046436854e-06,3.99802413397765e-11
0.75,-0.173192595866522,-0.173189514927245,-0.173188487947486,-0.173188487984315,4.10788220758795e-06,3.68289565511049e-11
0.765625,-0.163275731641645,-0.163272854187879,-0.163271895036624,-0.163271895070387,3.83657125732628e-06,3.37636585356904e-11
0.78125,-0.153223015866065,-0.153220341183329,-0.153219449622417,-0.153219449653205,3.56621285996228e-06,3.07880942962413e-11
0.796875,-0.143037692697697,-0.143035219892953,-0.143034395624706,-0.143034395652611,3.29704508564288e-06,2.79058165464363e-11
0.8125,-0.13272299201146,-0.132720720018715,-0.1327199626878,-0.13271996271292,3.02929854012479e-06,2.51204335111055e-11
0.828125,-0.122282126632162,-0.122280054218259,-0.122279363413625,-0.122279363436059,2.76319610305331e-06,2.24342766586005e-11
0.84375,-0.111718289660093,-0.111716415430689,-0.111715790687554,-0.111715790707405,2.49895268812639e-06,1.98506211468441e-11
0.859375,-0.101034651892182,-0.101032974297879,-0.101032415099778,-0.10103241511715,2.23677503229103e-06,1.73713959883415e-11
0.875,-0.0902343593412716,-0.0902328766838925,-0.0902323824647661,-0.0902323824797648,1.97686150679721e-06,1.49987799957785e-11
0.890625,-0.0793205308557584,-0.079319241294741,-0.0793188114410686,-0.0793188114538034,1.71940195502207e-06,1.27347715705994e-11
0.90625,-0.0682962558415508,-0.0682951574004489,-0.068294791253415,-0.0682947912639953,1.46457755555163e-06,1.05803282801631e-11
0.921875,-0.0571645920880005,-0.0571636826610672,-0.0571633795187561,-0.0571633795272928,1.21256070775844e-06,8.536636675327e-12
0.9375,-0.0459285636991612,-0.0459278410580001,-0.0459276001776131,-0.0459276001842178,9.63514943407018e-07,6.60476534575238e-12
0.953125,-0.0345911591314445,-0.0345906209317093,-0.0345904415317975,-0.0345904415365825,7.17594861976423e-07,4.78500572498319e-12
0.96875,-0.0231553293384534,-0.0231549731265789,-0.0231548543892874,-0.023154854392365,4.74946088374617e-07,3.07761802154083e-12
0.984375,-0.0116239860234948,-0.0116238092434423,-0.0116237503167582,-0.011623750318241,2.35705253794072e-07,1.48285550505278e-12
1,0,0,0,0,0,0
