x,uCoarse,uFineAtCoarse,uRichardson,uExact,coarseAbsError,richardsonAbsError
-1,0,0,0,0,0,0
-0.9375,-0.0459430227657258,-0.0459314545611295,-0.0459275984929308,-0.0459276001842178,1.54225815079748e-05,1.69128703403354e-09
-0.875,-0.0902640266694131,-0.0902402906459994,-0.0902323786381948,-0.0902323824797648,3.16441896483083e-05,3.84157000654639e-09
-0.8125,-0.132768455619452,-0.132732081113307,-0.132719956277926,-0.13271996271292,4.84929065315554e-05,6.43499450947438e-09
-0.75,-0.173254249480508,-0.173204921281606,-0.173188478548639,-0.173188487984315,6.57614961932507e-05,9.43567571298765e-09
-0.6875,-0.211514329182459,-0.211451911883226,-0.211431106116815,-0.211431118904056,8.32102784024125e-05,1.27872408495211e-08
-0.625,-0.247339470177536,-0.247264029141776,-0.247238882129856,-0.247238898543342,0.000100571634193691,1.64134862090659e-08
-0.5625,-0.280521510211044,-0.2804333279785,-0.280403933900985,-0.280403954121218,0.000117556089826221,2.02202322663325e-08
-0.5,-0.310856818487054,-0.310756405540031,-0.310722934557691,-0.310722958656049,0.000133859831004335,2.40983589194776e-08
-0.4375,-0.338149936204191,-0.338038035204491,-0.338000734871257,-0.338000762799191,0.000149173404999925,2.79279341319771e-08
-0.375,-0.362217284234023,-0.362094867085271,-0.36205406136902,-0.362054092952267,0.000163191281756736,3.15832470731969e-08
-0.3125,-0.382890823450329,-0.382759080841743,-0.382715166638881,-0.382715201577371,0.000175621872957887,3.49384897679883e-08
-0.25,-0.400021547753012,-0.39988187118019,-0.399835312322583,-0.399835350196346,0.000186197556665491,3.78737636252957e-08
-0.1875,-0.413482689779079,-0.413336646396168,-0.413287965268531,-0.413288005549575,0.000194684229504027,4.02810445554458e-08
-0.125,-0.423172524960624,-0.423021825974542,-0.422971592979182,-0.422971635048908,0.000200889911716184,4.20697265357539e-08
-0.0625,-0.429016670935117,-0.428863134583631,-0.428811955799802,-0.428811998971185,0.000204671963931813,4.31713831350322e-08
0,-0.430969795935117,-0.430815306374824,-0.430763809854727,-0.430763853398148,0.000205942536968706,4.35434214796082e-08
0.0625,-0.429016670935117,-0.428863134583631,-0.428811955799803,-0.428811998971185,0.000204671963931646,4.31713826354319e-08
0.125,-0.423172524960624,-0.423021825974543,-0.422971592979182,-0.422971635048908,0.000200889911715907,4.20697257585978e-08
0.1875,-0.413482689779079,-0.413336646396169,-0.413287965268532,-0.413288005549575,0.000194684229503583,4.02810435007339e-08
0.25,-0.400021547753011,-0.399881871180191,-0.399835312322584,-0.399835350196346,0.00018619755666488,3.78737624040504e-08
0.3125,-0.382890823450328,-0.382759080841744,-0.382715166638883,-0.382715201577371,0.000175621872957221,3.49384882136761e-08
0.375,-0.362217284234023,-0.362094867085272,-0.362054061369021,-0.362054092952267,0.000163191281756125,3.15832453523512e-08
0.4375,-0.338149936204191,-0.338038035204492,-0.338000734871259,-0.338000762799191,0.00014917340499937,2.79279325776649e-08
0.5,-0.310856818487053,-0.310756405540032,-0.310722934557692,-0.310722958656049,0.000133859831003891,2.40983574761877e-08
0.5625,-0.280521510211043,-0.280433327978501,-0.280403933900987,-0.280403954121218,0.000117556089825777,2.02202309340649e-08
0.625,-0.247339470177535,-0.247264029141777,-0.247238882129857,-0.247238898543342,0.000100571634193247,1.64134850988429e-08
0.6875,-0.211514329182458,-0.211451911883227,-0.211431106116817,-0.211431118904056,8.32102784019961e-05,1.27872397392981e-08
0.75,-0.173254249480508,-0.173204921281607,-0.17318847854864,-0.173188487984315,6.57614961929176e-05,9.43567482480923e-09
0.8125,-0.132768455619452,-0.132732081113308,-0.132719956277927,-0.13271996271292,4.84929065313333e-05,6.43499373231826e-09
0.875,-0.090264026669413,-0.0902402906459998,-0.0902323786381953,-0.0902323824797648,3.16441896481695e-05,3.84156950694603e-09
0.9375,-0.0459430227657257,-0.0459314545611297,-0.0459275984929311,-0.0459276001842178,1.54225815079054e-05,1.69128677035557e-09
1,0,0,0,0,0,0
