x,uShooting,uFiniteDifference,uExact,shootingMinusExact,finiteDifferenceMinusExact,shootingMinusFiniteDifference
-0.75,-0.173188487982012,-0.173189514927238,-0.173188487984315,2.30224173058957e-12,-1.02694292355987e-06,1.0269452258016e-06
-0.7421875,-0.178094822822897,-0.178095883751125,-0.178094822825297,2.40010789021028e-12,-1.06092582830009e-06,1.06092822840798e-06
-0.734375,-0.182965973053492,-0.182967068001116,-0.182965973055991,2.49925080630931e-12,-1.09494512412489e-06,1.0949476233757e-06
-0.7265625,-0.18780153045494,-0.187802659450419,-0.18780153045754,2.59969823446227e-12,-1.12899287990631e-06,1.12899547960454e-06
-0.71875,-0.192601086467024,-0.192602249530788,-0.192601086469725,2.70145017466916e-12,-1.16306106262565e-06,1.16306376407582e-06
-0.7109375,-0.197364232284564,-0.197365429428908,-0.197364232287368,2.80431233790068e-12,-1.19714154006578e-06,1.19714434437812e-06
-0.703125,-0.202090558954996,-0.202091790183988,-0.202090558957905,2.90814594627875e-12,-1.2312260837255e-06,1.23122899187145e-06
-0.6953125,-0.206779657477117,-0.206780922786501,-0.20677965748013,3.01333957786198e-12,-1.26530637117872e-06,1.2653093845183e-06
-0.6875,-0.211431118900937,-0.211432418278046,-0.211431118904056,3.11967118804546e-12,-1.29937399009905e-06,1.29937710977024e-06
-0.6796875,-0.216044534428629,-0.216045867852297,-0.216044534431856,3.22697424337548e-12,-1.33342044097984e-06,1.33342366795408e-06
-0.671875,-0.220619495516518,-0.220620862956993,-0.220619495519853,3.33519323270082e-12,-1.36743714015952e-06,1.36744047535275e-06
-0.6640625,-0.225155593978079,-0.225156995396946,-0.225155593981523,3.44457795620201e-12,-1.40141542304129e-06,1.40141886761924e-06
-0.65625,-0.229652422087904,-0.229653857438008,-0.229652422091459,3.55471208024483e-12,-1.4353465483119e-06,1.43535010302398e-06
-0.6484375,-0.234109572686599,-0.234111041911965,-0.234109572690265,3.66573438270734e-12,-1.46922170035646e-06,1.46922536609084e-06
-0.640625,-0.238526639286558,-0.238528142322328,-0.238526639290335,3.77761710801394e-12,-1.50303199336621e-06,1.50303577098332e-06
-0.6328125,-0.242903216178589,-0.242904752950954,-0.242903216182479,3.89038801174024e-12,-1.53676847505779e-06,1.5367723654458e-06
-0.625,-0.247238898539339,-0.247240468965473,-0.247238898543342,4.00374178255447e-12,-1.57042213033698e-06,1.57042613407876e-06
-0.6171875,-0.251533282539464,-0.251534886527466,-0.251533282543582,4.1179837317884e-12,-1.60398388460159e-06,1.60398800258532e-06
-0.609375,-0.25578596545252,-0.255787602901361,-0.255785965456753,4.23261425908095e-12,-1.637444608793e-06,1.63744884140726e-06
-0.6015625,-0.25999654576451,-0.259998216563979,-0.259996545768858,4.3479664313395e-12,-1.67079512164436e-06,1.6707994696108e-06
-0.59375,-0.264164623284045,-0.264166327314704,-0.264164623288509,4.46404024856406e-12,-1.70402619509291e-06,1.70403065913316e-06
-0.5859375,-0.268289799253079,-0.268291536386217,-0.268289799257659,4.58028059924231e-12,-1.73712855811026e-06,1.73713313839086e-06
-0.578125,-0.272371676458155,-0.272373446555752,-0.272371676462853,4.69713157258411e-12,-1.77009289992203e-06,1.7700975970536e-06
-0.5703125,-0.276409859342126,-0.276411662256815,-0.27640985934694,4.8143156128333e-12,-1.80290987550347e-06,1.80291468981908e-06
-0.5625,-0.280403954116286,-0.280405789691327,-0.280403954121218,4.9318882311411e-12,-1.8355701088546e-06,1.83557504074283e-06
-0.5546875,-0.284353568872879,-0.284355436942127,-0.284353568877929,5.04973840520506e-12,-1.86806419810726e-06,1.86806924784566e-06
-0.546875,-0.288258313697914,-0.2882602140858,-0.288258313703081,5.16764409042025e-12,-1.90038271929982e-06,1.90038788694391e-06
-0.5390625,-0.292117800784245,-0.292119733305761,-0.29211780078953,5.28588284254283e-12,-1.9325162306516e-06,1.93252151653445e-06
-0.53125,-0.295931644544863,-0.295933609005545,-0.295931644550267,5.40417710581664e-12,-1.96445527794742e-06,1.96446068212452e-06
-0.5234375,-0.299699461726342,-0.299701457922263,-0.299699461731864,5.52258239139292e-12,-1.99619039831234e-06,1.99619592089473e-06
-0.515625,-0.303420871522384,-0.30342289924015,-0.303420871528025,5.64087665466673e-12,-2.02771212498565e-06,2.0277177658623e-06
-0.5078125,-0.307095495687416,-0.307097554704167,-0.307095495693175,5.75905989563807e-12,-2.05901099192829e-06,2.05901675098819e-06
-0.5,-0.310722958650172,-0.310725048733588,-0.310722958656049,5.87718762545819e-12,-2.09007753831925e-06,2.09008341550687e-06
-0.4921875,-0.314302887627218,-0.314305008535526,-0.314302887633213,5.99520433297585e-12,-2.12090231355155e-06,2.12090830875589e-06
-0.484375,-0.317834912736346,-0.317837064218341,-0.317834912742459,6.11288797358611e-12,-2.15147588195075e-06,2.15148199483872e-06
-0.4765625,-0.321318667109803,-0.32132084890486,-0.321318667116033,6.23029405844022e-12,-2.18178882710474e-06,2.18179505739879e-06
-0.46875,-0.324753787007276,-0.32475599884538,-0.324753787013623,6.34736707638694e-12,-2.21183175658224e-06,2.21183810394932e-06
-0.4609375,-0.328139911928592,-0.328142153530364,-0.328139911935056,6.46394049397259e-12,-2.24159530770596e-06,2.24160177164645e-06
-0.453125,-0.331476684726067,-0.331478955802798,-0.331476684732647,6.58012533349961e-12,-2.27107015099426e-06,2.27107673111959e-06
-0.4453125,-0.334763751716444,-0.334766051970136,-0.33476375172314,6.69558852806063e-12,-2.30024699615639e-06,2.30025369174491e-06
-0.4375,-0.338000762792381,-0.338003091915787,-0.338000762799191,6.81060763341179e-12,-2.32911659592272e-06,2.32912340653035e-06
-0.4296875,-0.341187371533398,-0.341189729210074,-0.341187371540323,6.92501611609941e-12,-2.3576697515959e-06,2.35767667661202e-06
-0.421875,-0.34432323531626,-0.344325621220616,-0.344323235323298,7.03853642036734e-12,-2.3858973178803e-06,2.38590435641672e-06
-0.4140625,-0.347408015424714,-0.347410429222072,-0.347408015431865,7.15139059082048e-12,-2.41379020698984e-06,2.41379735838043e-06
-0.40625,-0.35044137715853,-0.350443818505188,-0.350441377165793,7.2633010717027e-12,-2.44133939458768e-06,2.44134665788875e-06
-0.3984375,-0.353422989941789,-0.353425458485087,-0.353422989949164,7.37437888531645e-12,-2.46853592350549e-06,2.46854329788437e-06
-0.390625,-0.356352527430362,-0.356355022808756,-0.356352527437846,7.48445749820803e-12,-2.49537090923901e-06,2.49537839369651e-06
-0.3828125,-0.35922966761851,-0.359232189461648,-0.359229667626103,7.59359242152868e-12,-2.5218355448331e-06,2.52184313842552e-06
-0.375,-0.362054092944565,-0.362056640873372,-0.362054092952267,7.70156161067348e-12,-2.54792110543356e-06,2.54792880699517e-06
-0.3671875,-0.364825490395624,-0.364828064022385,-0.364825490403432,7.80842057679365e-12,-2.57361895278363e-06,2.57362676120421e-06
-0.359375,-0.367543551611193,-0.367546150539647,-0.367543551619107,7.9140027864355e-12,-2.59892054044197e-06,2.59892845444476e-06
-0.3515625,-0.370207972985743,-0.37021059681118,-0.370207972993762,8.0184192619015e-12,-2.62381741811257e-06,2.62382543653183e-06
-0.34375,-0.372818455770102,-0.37282110407946,-0.372818455778223,8.12139244743548e-12,-2.6483012370293e-06,2.64830935842175e-06
-0.3359375,-0.375374706171633,-0.375377378543609,-0.375374706179856,8.22308887649115e-12,-2.67236375345314e-06,2.67237197654202e-06
-0.328125,-0.377876435453154,-0.377879131458312,-0.377876435461477,8.3233420156148e-12,-2.69599683455635e-06,2.69600515789836e-06
-0.3203125,-0.380323360030523,-0.380326079231407,-0.380323360038945,8.42204084250397e-12,-2.71919246175312e-06,2.71920088379396e-06
-0.3125,-0.382715201568852,-0.382717943520108,-0.382715201577371,8.51929637946114e-12,-2.74194273652828e-06,2.74195125582466e-06
-0.3046875,-0.385051687077284,-0.385054451325783,-0.385051687085899,8.6147755595789e-12,-2.76423988387897e-06,2.76424849865453e-06
-0.296875,-0.38733254900229,-0.387335335087256,-0.387332549010999,8.70875593861342e-12,-2.78607625681104e-06,2.78608496556698e-06
-0.2890625,-0.389557525319417,-0.389560332772559,-0.389557525328218,8.801070983111e-12,-2.80744434161262e-06,2.8074531426836e-06
-0.28125,-0.391726359623453,-0.391729187969106,-0.391726359632345,8.89144313731549e-12,-2.82833676090721e-06,2.82834565235035e-06
-0.2734375,-0.393838801216948,-0.393841649972207,-0.393838801225928,8.98003893468058e-12,-2.84874627887177e-06,2.84875525891071e-06
-0.265625,-0.395894605197033,-0.395897473871904,-0.3958946052061,9.06685837520627e-12,-2.86866580484491e-06,2.86867487170328e-06
-0.2578125,-0.397893532540505,-0.397896420638054,-0.397893532549656,9.1516239031364e-12,-2.88808839771226e-06,2.88809754933617e-06
-0.25,-0.399835350187112,-0.399838257203616,-0.399835350196346,9.23461307422713e-12,-2.90700726973681e-06,2.90701650434988e-06
-0.2421875,-0.401719831121,-0.401722756546106,-0.401719831130315,9.31543731041984e-12,-2.92541579083316e-06,2.92542510627047e-06
-0.234375,-0.403546754450268,-0.403549697767154,-0.403546754459662,9.39426314516822e-12,-2.94330749217586e-06,2.94331688643901e-06
-0.2265625,-0.405315905484589,-0.40531886617013,-0.40531590549406,9.47086853386736e-12,-2.96067606980754e-06,2.96068554067608e-06
-0.21875,-0.407027075810852,-0.407030053335786,-0.407027075820398,9.54547552112217e-12,-2.97751538852475e-06,2.97752493400028e-06
-0.2109375,-0.408680063366774,-0.408683057195877,-0.408680063376391,9.6178065511765e-12,-2.99381948593025e-06,2.9938291037368e-06
-0.203125,-0.410274672512447,-0.41027768210471,-0.410274672522134,9.68780611287912e-12,-3.00958257515305e-06,3.00959226295916e-06
-0.1953125,-0.411810714099774,-0.411813738908579,-0.41181071410953,9.75569625083494e-12,-3.02479904878972e-06,3.02480880448597e-06
-0.1875,-0.413288005539754,-0.413291045013058,-0.413288005549575,9.82119940928783e-12,-3.03946348217954e-06,3.03947330337895e-06
-0.1796875,-0.41470637086757,-0.414709424448091,-0.414706370877454,9.88426007708654e-12,-3.05357063645761e-06,3.05358052071769e-06
-0.171875,-0.416065640805453,-0.416068707930859,-0.416065640815398,9.94504478768476e-12,-3.06711546166349e-06,3.06712540670828e-06
-0.1640625,-0.417365652823273,-0.417368732926377,-0.417365652833277,1.00033314964776e-11,-3.08009309996082e-06,3.08010310329232e-06
-0.15625,-0.418606251196834,-0.418609343705782,-0.418606251206894,1.00591757146162e-11,-3.09249888857943e-06,3.09250894775515e-06
-0.1484375,-0.419787287063819,-0.419790391402294,-0.419787287073931,1.01125774421007e-11,-3.1043283621468e-06,3.10433847472424e-06
-0.140625,-0.42090861847737,-0.420911734064789,-0.420908618487533,1.01632036120236e-11,-3.11557725590772e-06,3.11558741911133e-06
-0.1328125,-0.421970110457264,-0.421973236708983,-0.421970110467476,1.02113872912923e-11,-3.12624150783369e-06,3.12625171922098e-06
-0.125,-0.422971635038651,-0.42297477136617,-0.422971635048908,1.02569619464532e-11,-3.13631726139851e-06,3.13632751836046e-06
-0.1171875,-0.423913071318328,-0.423916217129496,-0.423913071328628,1.02999830886574e-11,-3.14580086796523e-06,3.14581116794832e-06
-0.109375,-0.42479430549852,-0.424797460197749,-0.42479430550886,1.03403952067538e-11,-3.15468888850701e-06,3.15469922890221e-06
-0.1015625,-0.425615230928146,-0.42561839391662,-0.425615230938524,1.03779762561373e-11,-3.16297809621613e-06,3.16298847419239e-06
-0.09375,-0.426375748141537,-0.426378918817428,-0.42637574815195,1.04130037925643e-11,-3.17066547816935e-06,3.17067589117315e-06
-0.0859375,-0.427075764894588,-0.42707894265327,-0.427075764905033,1.04452002602784e-11,-3.17774823715977e-06,3.17775868236003e-06
-0.078125,-0.427715196198321,-0.427718380432589,-0.427715196208795,1.04746766815822e-11,-3.18422379358418e-06,3.18423426826087e-06
-0.0703125,-0.428293964349841,-0.428297154450129,-0.428293964360342,1.05014885676269e-11,-3.19008978655333e-06,3.1901002880419e-06
-0.0625,-0.42881199896066,-0.428815194315261,-0.428811998971185,1.05254693849588e-11,-3.19534407594579e-06,3.19535460141518e-06
-0.0546875,-0.429269236982377,-0.429272436977667,-0.429269236992924,1.05467301558804e-11,-3.19998474346272e-06,3.19999529019288e-06
-0.046875,-0.429665622729699,-0.429668826750358,-0.429665622740264,1.05650488357867e-11,-3.20401009351601e-06,3.20402065856484e-06
-0.0390625,-0.430001107900783,-0.430004315330018,-0.430001107911364,1.05805919581314e-11,-3.20741865461605e-06,3.207429235208e-06
-0.03125,-0.430275651594895,-0.430278861814668,-0.430275651605489,1.05934705452171e-11,-3.21020917992687e-06,3.21021977339742e-06
-0.0234375,-0.430489220327367,-0.430492432718619,-0.43048922033797,1.0603296018985e-11,-3.21238064865392e-06,3.21239125194994e-06
-0.015625,-0.430641788041849,-0.430645001984725,-0.430641788052459,1.06104569574939e-11,-3.21393226587752e-06,3.21394287633447e-06
-0.0078125,-0.430733336119846,-0.430736550993924,-0.43073333613046,1.06146202938362e-11,-3.21486346366306e-06,3.21487407828336e-06
0,-0.430763853387532,-0.430767068572049,-0.430763853398148,1.06161190949194e-11,-3.21517390089454e-06,3.21518451701364e-06
0.0078125,-0.430733336119845,-0.430736550993924,-0.43073333613046,1.06146758049874e-11,-3.21486346410715e-06,3.21487407878296e-06
0.015625,-0.430641788041849,-0.430645001984726,-0.430641788052459,1.06104014463426e-11,-3.21393226682121e-06,3.21394287722265e-06
0.0234375,-0.430489220327367,-0.43049243271862,-0.43048922033797,1.06033515301363e-11,-3.21238064998619e-06,3.21239125333772e-06
0.03125,-0.430275651594895,-0.43027886181467,-0.430275651605489,1.05933595229146e-11,-3.21020918175874e-06,3.21021977511826e-06
0.0390625,-0.430001107900783,-0.430004315330021,-0.430001107911364,1.05805364469802e-11,-3.207418656892e-06,3.20742923742845e-06
0.046875,-0.429665622729699,-0.42966882675036,-0.429665622740264,1.05651043469379e-11,-3.20401009629157e-06,3.20402066139591e-06
0.0546875,-0.429269236982377,-0.42927243697767,-0.429269236992924,1.05466746447291e-11,-3.19998474673788e-06,3.19999529341253e-06
0.0625,-0.42881199896066,-0.428815194315265,-0.428811998971185,1.052552489611e-11,-3.19534407972055e-06,3.19535460524545e-06
0.0703125,-0.428293964349841,-0.428297154450133,-0.428293964360342,1.05014330564757e-11,-3.19008979071667e-06,3.19010029214972e-06
0.078125,-0.427715196198321,-0.427718380432593,-0.427715196208795,1.04747321927334e-11,-3.1842237981361e-06,3.18423427286829e-06
0.0859375,-0.427075764894587,-0.427078942653275,-0.427075764905033,1.04453667937321e-11,-3.17774824210026e-06,3.17775868746706e-06
0.09375,-0.426375748141537,-0.426378918817433,-0.42637574815195,1.04130593037155e-11,-3.17066548349842e-06,3.17067589655773e-06
0.1015625,-0.425615230928146,-0.425618393916626,-0.425615230938524,1.03780872784398e-11,-3.16297810193378e-06,3.16298848002106e-06
0.109375,-0.42479430549852,-0.424797460197755,-0.42479430550886,1.03403396956026e-11,-3.15468889450221e-06,3.15469923484191e-06
0.1171875,-0.423913071318328,-0.423916217129502,-0.423913071328628,1.03000385998087e-11,-3.14580087418248e-06,3.14581117422108e-06
0.125,-0.422971635038651,-0.422974771366176,-0.422971635048908,1.02571284799069e-11,-3.1363172677823e-06,3.13632752491078e-06
0.1328125,-0.421970110457264,-0.42197323670899,-0.421970110467476,1.02114428024436e-11,-3.1262415143285e-06,3.1262517257713e-06
0.140625,-0.42090861847737,-0.420911734064796,-0.420908618487533,1.01633146343261e-11,-3.11557726262457e-06,3.1155874259392e-06
0.1484375,-0.419787287063819,-0.419790391402301,-0.419787287073931,1.01125219309495e-11,-3.1043283690857e-06,3.10433848160763e-06
0.15625,-0.418606251196834,-0.418609343705789,-0.418606251206894,1.00592312257675e-11,-3.09249889574037e-06,3.0925089549716e-06
0.1640625,-0.417365652823273,-0.417368732926384,-0.417365652833277,1.00034980299313e-11,-3.0800931072883e-06,3.08010311078633e-06
0.171875,-0.416065640805453,-0.416068707930867,-0.416065640815398,9.94504478768476e-12,-3.06711546910199e-06,3.06712541414678e-06
0.1796875,-0.41470637086757,-0.414709424448098,-0.414706370877454,9.884371099389e-12,-3.05357064400713e-06,3.05358052837823e-06
0.1875,-0.413288005539754,-0.413291045013065,-0.413288005549575,9.82119940928783e-12,-3.0394634899511e-06,3.03947331115051e-06
0.1953125,-0.411810714099774,-0.411813738908587,-0.41181071410953,9.75575176198618e-12,-3.0247990566723e-06,3.02480881242406e-06
0.203125,-0.410274672512446,-0.410277682104718,-0.410274672522134,9.68797264633281e-12,-3.00958258314665e-06,3.0095922711193e-06
0.2109375,-0.408680063366774,-0.408683057195885,-0.408680063376391,9.6178065511765e-12,-2.99381949409039e-06,2.99382911189694e-06
0.21875,-0.407027075810852,-0.407030053335794,-0.407027075820398,9.54558654342463e-12,-2.9775153967404e-06,2.97752494232695e-06
0.2265625,-0.405315905484589,-0.405318866170138,-0.40531590549406,9.47086853386736e-12,-2.96067607818973e-06,2.96068554905826e-06
0.234375,-0.403546754450268,-0.403549697767163,-0.403546754459662,9.39426314516822e-12,-2.94330750066907e-06,2.94331689493221e-06
0.2421875,-0.401719831121,-0.401722756546115,-0.401719831130315,9.3155483327223e-12,-2.9254157994929e-06,2.92542511504124e-06
0.25,-0.399835350187112,-0.399838257203625,-0.399835350196346,9.23461307422713e-12,-2.90700727850757e-06,2.90701651312064e-06
0.2578125,-0.397893532540504,-0.397896420638063,-0.397893532549656,9.15179043659009e-12,-2.88808840653854e-06,2.88809755832897e-06
0.265625,-0.395894605197033,-0.395897473871913,-0.3958946052061,9.06685837520627e-12,-2.86866581383771e-06,2.86867488069609e-06
0.2734375,-0.393838801216948,-0.393841649972216,-0.393838801225928,8.98014995698304e-12,-2.8487462879756e-06,2.84875526812556e-06
0.28125,-0.391726359623453,-0.391729187969115,-0.391726359632345,8.89166518192042e-12,-2.82833677006655e-06,2.82834566173173e-06
0.2890625,-0.389557525319417,-0.389560332772569,-0.389557525328218,8.801070983111e-12,-2.80744435088298e-06,2.80745315195396e-06
0.296875,-0.38733254900229,-0.387335335087265,-0.387332549010999,8.70892247206712e-12,-2.78607626624794e-06,2.78608497517041e-06
0.3046875,-0.385051687077284,-0.385054451325792,-0.385051687085899,8.6147755595789e-12,-2.76423989337138e-06,2.76424850814694e-06
0.3125,-0.382715201568852,-0.382717943520117,-0.382715201577371,8.5194074017636e-12,-2.74194274596518e-06,2.74195126537258e-06
0.3203125,-0.380323360030523,-0.380326079231416,-0.380323360038945,8.4222628871089e-12,-2.71919247119001e-06,2.7192008934529e-06
0.328125,-0.377876435453154,-0.377879131458321,-0.377876435461477,8.3233420156148e-12,-2.69599684393773e-06,2.69600516727975e-06
0.3359375,-0.375374706171633,-0.375377378543619,-0.375374706179856,8.22319989879361e-12,-2.67236376283453e-06,2.67237198603443e-06
0.34375,-0.372818455770102,-0.372821104079469,-0.372818455778223,8.12150346973795e-12,-2.64830124635518e-06,2.64830936785865e-06
0.3515625,-0.370207972985743,-0.370210596811189,-0.370207972993762,8.01847477305273e-12,-2.62381742749396e-06,2.62382544596873e-06
0.359375,-0.367543551611193,-0.367546150539657,-0.367543551619107,7.9140027864355e-12,-2.59892054982336e-06,2.59892846382614e-06
0.3671875,-0.364825490395623,-0.364828064022394,-0.364825490403432,7.80864262139858e-12,-2.57361896216501e-06,2.57362677080764e-06
0.375,-0.362054092944565,-0.362056640873382,-0.362054092952267,7.70172814412717e-12,-2.54792111487046e-06,2.5479288165986e-06
0.3828125,-0.359229667618509,-0.359232189461657,-0.359229667626103,7.59370344383115e-12,-2.52183555426999e-06,2.52184314797343e-06
0.390625,-0.356352527430362,-0.356355022808765,-0.356352527437846,7.48467954281296e-12,-2.49537091867591e-06,2.49537840335545e-06
0.3984375,-0.353422989941789,-0.353425458485096,-0.353422989949164,7.37443439646768e-12,-2.46853593283136e-06,2.46854330726576e-06
0.40625,-0.35044137715853,-0.350443818505197,-0.350441377165793,7.2633010717027e-12,-2.44133940385804e-06,2.44134666715912e-06
0.4140625,-0.347408015424714,-0.347410429222081,-0.347408015431865,7.15127956851802e-12,-2.4137902162602e-06,2.41379736753977e-06
0.421875,-0.34432323531626,-0.344325621220625,-0.344323235323298,7.03859193151857e-12,-2.38589732703964e-06,2.38590436563157e-06
0.4296875,-0.341187371533398,-0.341189729210083,-0.341187371540323,6.92501611609941e-12,-2.35766976069973e-06,2.35767668571585e-06
0.4375,-0.338000762792381,-0.338003091915796,-0.338000762799191,6.81055212226056e-12,-2.32911660497104e-06,2.32912341552316e-06
0.4453125,-0.334763751716444,-0.334766051970145,-0.33476375172314,6.69575506151432e-12,-2.30024700514919e-06,2.30025370090425e-06
0.453125,-0.331476684726067,-0.331478955802807,-0.331476684732647,6.58018084465084e-12,-2.27107015998707e-06,2.27107674016791e-06
0.4609375,-0.328139911928592,-0.328142153530373,-0.328139911935056,6.46394049397259e-12,-2.24159531669876e-06,2.24160178063926e-06
0.46875,-0.324753787007276,-0.324755998845389,-0.324753787013623,6.34747809868941e-12,-2.21183176551953e-06,2.21183811299763e-06
0.4765625,-0.321318667109803,-0.321320848904869,-0.321318667116033,6.23034956959145e-12,-2.18178883604203e-06,2.1817950663916e-06
0.484375,-0.317834912736346,-0.31783706421835,-0.317834912742459,6.11288797358611e-12,-2.15147589094355e-06,2.15148200383153e-06
0.4921875,-0.314302887627218,-0.314305008535535,-0.314302887633213,5.99509331067338e-12,-2.12090232254436e-06,2.12090831763767e-06
0.5,-0.310722958650172,-0.310725048733597,-0.310722958656049,5.87718762545819e-12,-2.09007754725654e-06,2.09008342444417e-06
0.5078125,-0.307095495687416,-0.307097554704176,-0.307095495693175,5.75894887333561e-12,-2.05901100075456e-06,2.05901675970344e-06
0.515625,-0.303420871522384,-0.303422899240158,-0.303420871528025,5.64071012121303e-12,-2.0277121337009e-06,2.02771777441102e-06
0.5234375,-0.299699461726342,-0.299701457922271,-0.299699461731864,5.52258239139292e-12,-1.99619040691656e-06,1.99619592949896e-06
0.53125,-0.295931644544863,-0.295933609005553,-0.295931644550267,5.40412159466541e-12,-1.96445528649614e-06,1.96446069061773e-06
0.5390625,-0.292117800784245,-0.292119733305769,-0.29211780078953,5.28577182024037e-12,-1.93251623903379e-06,1.93252152480561e-06
0.546875,-0.288258313697914,-0.288260214085809,-0.288258313703081,5.16764409042025e-12,-1.90038272762649e-06,1.90038789527058e-06
0.5546875,-0.284353568872879,-0.284355436942135,-0.284353568877929,5.04973840520506e-12,-1.86806420632291e-06,1.86806925606131e-06
0.5625,-0.280403954116286,-0.280405789691335,-0.280403954121218,4.93183271998987e-12,-1.83557011701474e-06,1.83557504884746e-06
0.5703125,-0.276409859342126,-0.276411662256824,-0.27640985934694,4.8141490793796e-12,-1.80290988355258e-06,1.80291469770166e-06
0.578125,-0.272371676458155,-0.27237344655576,-0.272371676462853,4.69713157258411e-12,-1.77009290786012e-06,1.77009760499169e-06
0.5859375,-0.268289799253079,-0.268291536386225,-0.268289799257659,4.58022508809108e-12,-1.73712856604835e-06,1.73713314627344e-06
0.59375,-0.264164623284045,-0.264166327314712,-0.264164623288509,4.46387371511037e-12,-1.70402620303101e-06,1.70403066690472e-06
0.6015625,-0.25999654576451,-0.259998216563987,-0.259996545768858,4.3479664313395e-12,-1.67079512958246e-06,1.67079947754889e-06
0.609375,-0.25578596545252,-0.255787602901369,-0.255785965456753,4.23250323677848e-12,-1.63744461667559e-06,1.63744884917882e-06
