x,uNum,uExact
0.578125,-0.27237344655576,-0.272371676462853
0.5859375,-0.268291536386225,-0.268289799257659
0.59375,-0.264166327314712,-0.264164623288509
0.6015625,-0.259998216563987,-0.259996545768858
0.609375,-0.255787602901369,-0.255785965456753
0.6171875,-0.251534886527474,-0.251533282543582
0.625,-0.24724046896548,-0.247238898543342
0.6328125,-0.242904752950962,-0.242903216182479
0.640625,-0.238528142322336,-0.238526639290335
0.6484375,-0.234111041911973,-0.234109572690265
0.65625,-0.229653857438015,-0.229652422091459
0.6640625,-0.225156995396954,-0.225155593981523
0.671875,-0.220620862957,-0.220619495519853
0.6796875,-0.216045867852304,-0.216044534431856
0.6875,-0.211432418278054,-0.211431118904056
0.6953125,-0.206780922786509,-0.20677965748013
0.703125,-0.202091790183995,-0.202090558957905
0.7109375,-0.197365429428915,-0.197364232287368
0.71875,-0.192602249530795,-0.192601086469725
0.7265625,-0.187802659450426,-0.18780153045754
0.734375,-0.182967068001122,-0.182965973055991
0.7421875,-0.178095883751132,-0.178094822825297
0.75,-0.173189514927245,-0.173188487984315
0.7578125,-0.168248369319622,-0.168247376315379
0.765625,-0.163272854187879,-0.163271895070387
0.7734375,-0.15826337616846,-0.158262450878174
0.78125,-0.153220341183329,-0.153219449653205
0.7890625,-0.14814415435,-0.148143296505613
0.796875,-0.143035219892953,-0.143034395652611
0.8046875,-0.13789394105644,-0.137893150331304
0.8125,-0.132720720018715,-0.13271996271292
0.8203125,-0.127515957807725,-0.127515233818502
0.828125,-0.122280054218259,-0.122279363436059
0.8359375,-0.117013407730601,-0.117012750039222
0.84375,-0.111716415430689,-0.111715790707405
0.8515625,-0.106389472931817,-0.106388881047504
0.859375,-0.101032974297879,-0.10103241511715
0.8671875,-0.0956473119681919,-0.0956467853495242
0.875,-0.0902328766838925,-0.0902323824797648
0.8828125,-0.0847900574159423,-0.084789595472968
0.890625,-0.079319241294741,-0.0793188114538034
0.8984375,-0.0738208135413662,-0.0738204156377542
0.90625,-0.0682951574004489,-0.0682947912639953
0.9140625,-0.062742654074696,-0.0627423195299148
0.921875,-0.0571636826610672,-0.0571633795272928
0.9296875,-0.0515586200886163,-0.0515583481801418
0.9375,-0.0459278410580001,-0.0459276001842178
0.9453125,-0.0402717179826646,-0.0402715079482052
0.953125,-0.0345906209317093,-0.0345904415365825
0.9609375,-0.0288849175744353,-0.0288847686141704
0.96875,-0.0231549731265789,-0.023154854392365
0.9765625,-0.0174011502982305,-0.0174010615770575
0.984375,-0.0116238092434423,-0.011623750318241
0.9921875,-0.00582330751152007,-0.00582327816130257
1,0,0
